id,category,trial,route,expected_answer,final_output,correct,error_code,latency_wall_s,verify_used,verify_pass,fallback_used,sym_expr,sym_output,log_file
ALG11,ALG,1,LLM+VERIFY_PASS,9,9,1,E0,8.2399,1,1,0,9x + -3 = 78,9,runs_hybrid_v2/20251221_193934/logs/ALG11__ALG__t1.json
ALG12,ALG,1,LLM+VERIFY_PASS,-18,-18,1,E0,8.9647,1,1,0,8(x + 9) = -72,-18,runs_hybrid_v2/20251221_193934/logs/ALG12__ALG__t1.json
ALG13,ALG,1,LLM+VERIFY_PASS,10,10,1,E0,8.5890,1,1,0,(x + 0)/10 = 1,10,runs_hybrid_v2/20251221_193934/logs/ALG13__ALG__t1.json
ALG14,ALG,1,LLM+VERIFY_PASS,30,30,1,E0,8.0540,1,1,0,x/3 = 10,30,runs_hybrid_v2/20251221_193934/logs/ALG14__ALG__t1.json
ALG15,ALG,1,LLM+VERIFY_PASS,9,9,1,E0,6.9122,1,1,0,3x - (x - 5) = 23,9,runs_hybrid_v2/20251221_193934/logs/ALG15__ALG__t1.json
ALG16,ALG,1,LLM+VERIFY_PASS,-4,-4,1,E0,8.9278,1,1,0,2x + -21 = -29,-4,runs_hybrid_v2/20251221_193934/logs/ALG16__ALG__t1.json
ALG17,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-8,-8,1,E0,9.6765,1,0,1,4(x + -5) = -52,-8,runs_hybrid_v2/20251221_193934/logs/ALG17__ALG__t1.json
ALG18,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,13,13,1,E0,8.4348,1,0,1,(x + 19)/8 = 4,13,runs_hybrid_v2/20251221_193934/logs/ALG18__ALG__t1.json
ALG19,ALG,1,LLM+VERIFY_PASS,180,180,1,E0,7.7127,1,1,0,x/12 = 15,180,runs_hybrid_v2/20251221_193934/logs/ALG19__ALG__t1.json
ALG20,ALG,1,LLM+VERIFY_PASS,10,10,1,E0,6.7175,1,1,0,3x - (x - 5) = 25,10,runs_hybrid_v2/20251221_193934/logs/ALG20__ALG__t1.json
ALG21,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-16,-16,1,E0,9.3737,1,0,1,7x + 6 = -106,-16,runs_hybrid_v2/20251221_193934/logs/ALG21__ALG__t1.json
ALG22,ALG,1,LLM+VERIFY_PASS,-18,-18,1,E0,10.1030,1,1,0,10(x + 1) = -170,-18,runs_hybrid_v2/20251221_193934/logs/ALG22__ALG__t1.json
ALG23,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,2,2,1,E0,9.7285,1,0,1,(x + -8)/6 = -1,2,runs_hybrid_v2/20251221_193934/logs/ALG23__ALG__t1.json
ALG24,ALG,1,LLM+VERIFY_PASS,32,32,1,E0,7.4885,1,1,0,x/4 = 8,32,runs_hybrid_v2/20251221_193934/logs/ALG24__ALG__t1.json
ALG25,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-12,-12,1,E0,7.7525,1,0,1,3x - (x - 5) = -19,-12,runs_hybrid_v2/20251221_193934/logs/ALG25__ALG__t1.json
ALG26,ALG,1,LLM+VERIFY_PASS,20,20,1,E0,7.4523,1,1,0,12x + -7 = 233,20,runs_hybrid_v2/20251221_193934/logs/ALG26__ALG__t1.json
ALG27,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-19,-19,1,E0,10.0053,1,0,1,7(x + 0) = -133,-19,runs_hybrid_v2/20251221_193934/logs/ALG27__ALG__t1.json
ALG28,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,1,1,1,E0,8.2987,1,0,1,(x + 17)/6 = 3,1,runs_hybrid_v2/20251221_193934/logs/ALG28__ALG__t1.json
ALG29,ALG,1,LLM+VERIFY_PASS,33,33,1,E0,7.6182,1,1,0,x/3 = 11,33,runs_hybrid_v2/20251221_193934/logs/ALG29__ALG__t1.json
ALG30,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,15,15,1,E0,6.8076,1,0,1,3x - (x - 5) = 35,15,runs_hybrid_v2/20251221_193934/logs/ALG30__ALG__t1.json
ALG31,ALG,1,LLM+VERIFY_PASS,9,9,1,E0,7.5230,1,1,0,11x + 10 = 109,9,runs_hybrid_v2/20251221_193934/logs/ALG31__ALG__t1.json
ALG32,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,9,9,1,E0,8.2954,1,0,1,2(x + -3) = 12,9,runs_hybrid_v2/20251221_193934/logs/ALG32__ALG__t1.json
ALG33,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-14,-14,1,E0,9.7599,1,0,1,(x + -13)/9 = -3,-14,runs_hybrid_v2/20251221_193934/logs/ALG33__ALG__t1.json
ALG34,ALG,1,LLM+VERIFY_PASS,-35,-35,1,E0,8.6103,1,1,0,x/5 = -7,-35,runs_hybrid_v2/20251221_193934/logs/ALG34__ALG__t1.json
ALG35,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-3,-3,1,E0,7.5545,1,0,1,3x - (x - 5) = -1,-3,runs_hybrid_v2/20251221_193934/logs/ALG35__ALG__t1.json
ALG36,ALG,1,LLM+VERIFY_PASS,13,13,1,E0,7.6138,1,1,0,11x + 19 = 162,13,runs_hybrid_v2/20251221_193934/logs/ALG36__ALG__t1.json
ALG37,ALG,1,LLM+VERIFY_PASS,14,14,1,E0,8.0050,1,1,0,4(x + 0) = 56,14,runs_hybrid_v2/20251221_193934/logs/ALG37__ALG__t1.json
ALG38,ALG,1,LLM+VERIFY_PASS,-11,-11,1,E0,9.5455,1,1,0,(x + -9)/4 = -5,-11,runs_hybrid_v2/20251221_193934/logs/ALG38__ALG__t1.json
ALG39,ALG,1,LLM+VERIFY_PASS,-6,-6,1,E0,8.4705,1,1,0,x/6 = -1,-6,runs_hybrid_v2/20251221_193934/logs/ALG39__ALG__t1.json
ALG40,ALG,1,LLM+VERIFY_PASS,9,9,1,E0,6.8425,1,1,0,3x - (x - 5) = 23,9,runs_hybrid_v2/20251221_193934/logs/ALG40__ALG__t1.json
ALG41,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-9,-9,1,E0,9.9019,1,0,1,10x + -30 = -120,-9,runs_hybrid_v2/20251221_193934/logs/ALG41__ALG__t1.json
ALG42,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-19,-19,1,E0,8.9165,1,0,1,2(x + -10) = -58,-19,runs_hybrid_v2/20251221_193934/logs/ALG42__ALG__t1.json
ALG43,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-8,-8,1,E0,9.0460,1,0,1,(x + -10)/6 = -3,-8,runs_hybrid_v2/20251221_193934/logs/ALG43__ALG__t1.json
ALG44,ALG,1,LLM+VERIFY_PASS,-91,-91,1,E0,8.6685,1,1,0,x/7 = -13,-91,runs_hybrid_v2/20251221_193934/logs/ALG44__ALG__t1.json
ALG45,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-16,-16,1,E0,7.8162,1,0,1,3x - (x - 5) = -27,-16,runs_hybrid_v2/20251221_193934/logs/ALG45__ALG__t1.json
ALG46,ALG,1,LLM+VERIFY_PASS,4,4,1,E0,7.5773,1,1,0,9x + -16 = 20,4,runs_hybrid_v2/20251221_193934/logs/ALG46__ALG__t1.json
ALG47,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-6,-6,1,E0,10.5767,1,0,1,6(x + -1) = -42,-6,runs_hybrid_v2/20251221_193934/logs/ALG47__ALG__t1.json
ALG48,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,4,4,1,E0,8.8604,1,0,1,(x + -16)/3 = -4,4,runs_hybrid_v2/20251221_193934/logs/ALG48__ALG__t1.json
ALG49,ALG,1,LLM+VERIFY_PASS,-128,-128,1,E0,8.6750,1,1,0,x/8 = -16,-128,runs_hybrid_v2/20251221_193934/logs/ALG49__ALG__t1.json
ALG50,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-20,-20,1,E0,7.4935,1,0,1,3x - (x - 5) = -35,-20,runs_hybrid_v2/20251221_193934/logs/ALG50__ALG__t1.json
ALG51,ALG,1,LLM+VERIFY_PASS,15,15,1,E0,7.7709,1,1,0,2x + 18 = 48,15,runs_hybrid_v2/20251221_193934/logs/ALG51__ALG__t1.json
ALG52,ALG,1,LLM+VERIFY_PASS,-7,-7,1,E0,8.8106,1,1,0,2(x + 1) = -12,-7,runs_hybrid_v2/20251221_193934/logs/ALG52__ALG__t1.json
ALG53,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-26,-26,1,E0,9.3438,1,0,1,(x + 6)/10 = -2,-26,runs_hybrid_v2/20251221_193934/logs/ALG53__ALG__t1.json
ALG54,ALG,1,LLM+VERIFY_PASS,-44,-44,1,E0,8.5601,1,1,0,x/11 = -4,-44,runs_hybrid_v2/20251221_193934/logs/ALG54__ALG__t1.json
ALG55,ALG,1,LLM+VERIFY_PASS,8,8,1,E0,6.7597,1,1,0,3x - (x - 5) = 21,8,runs_hybrid_v2/20251221_193934/logs/ALG55__ALG__t1.json
ALG56,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-15,-15,1,E0,9.3090,1,0,1,6x + 21 = -69,-15,runs_hybrid_v2/20251221_193934/logs/ALG56__ALG__t1.json
ALG57,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,13,13,1,E0,8.0630,1,0,1,5(x + 9) = 110,13,runs_hybrid_v2/20251221_193934/logs/ALG57__ALG__t1.json
ALG58,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,9,9,1,E0,9.6011,1,0,1,(x + -19)/10 = -1,9,runs_hybrid_v2/20251221_193934/logs/ALG58__ALG__t1.json
ALG59,ALG,1,LLM+VERIFY_PASS,132,132,1,E0,7.5248,1,1,0,x/12 = 11,132,runs_hybrid_v2/20251221_193934/logs/ALG59__ALG__t1.json
ALG60,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-13,-13,1,E0,7.6020,1,0,1,3x - (x - 5) = -21,-13,runs_hybrid_v2/20251221_193934/logs/ALG60__ALG__t1.json
ALG61,ALG,1,LLM+VERIFY_PASS,18,18,1,E0,7.8414,1,1,0,11x + -20 = 178,18,runs_hybrid_v2/20251221_193934/logs/ALG61__ALG__t1.json
ALG62,ALG,1,LLM+VERIFY_PASS,11,11,1,E0,2.8701,1,1,0,3(x + 2) = 39,11,runs_hybrid_v2/20251221_193934/logs/ALG62__ALG__t1.json
ALG63,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,9,9,1,E0,8.5359,1,0,1,(x + -9)/8 = 0,9,runs_hybrid_v2/20251221_193934/logs/ALG63__ALG__t1.json
ALG64,ALG,1,LLM+VERIFY_PASS,60,60,1,E0,7.4688,1,1,0,x/6 = 10,60,runs_hybrid_v2/20251221_193934/logs/ALG64__ALG__t1.json
ALG65,ALG,1,LLM+VERIFY_PASS,10,10,1,E0,6.8288,1,1,0,3x - (x - 5) = 25,10,runs_hybrid_v2/20251221_193934/logs/ALG65__ALG__t1.json
ALG66,ALG,1,LLM+VERIFY_PASS,-6,-6,1,E0,8.4958,1,1,0,10x + 23 = -37,-6,runs_hybrid_v2/20251221_193934/logs/ALG66__ALG__t1.json
ALG67,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,9,9,1,E0,7.8644,1,0,1,4(x + 5) = 56,9,runs_hybrid_v2/20251221_193934/logs/ALG67__ALG__t1.json
ALG68,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,8,8,1,E0,9.2262,1,0,1,(x + -15)/7 = -1,8,runs_hybrid_v2/20251221_193934/logs/ALG68__ALG__t1.json
ALG69,ALG,1,LLM+VERIFY_PASS,-156,-156,1,E0,8.2788,1,1,0,x/12 = -13,-156,runs_hybrid_v2/20251221_193934/logs/ALG69__ALG__t1.json
ALG70,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-16,-16,1,E0,7.6698,1,0,1,3x - (x - 5) = -27,-16,runs_hybrid_v2/20251221_193934/logs/ALG70__ALG__t1.json
ALG71,ALG,1,LLM+VERIFY_PASS,20,20,1,E0,7.5947,1,1,0,11x + -24 = 196,20,runs_hybrid_v2/20251221_193934/logs/ALG71__ALG__t1.json
ALG72,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-1,-1,1,E0,7.8233,1,0,1,4(x + 3) = 8,-1,runs_hybrid_v2/20251221_193934/logs/ALG72__ALG__t1.json
ALG73,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-23,-23,1,E0,9.3859,1,0,1,(x + -12)/7 = -5,-23,runs_hybrid_v2/20251221_193934/logs/ALG73__ALG__t1.json
ALG74,ALG,1,LLM+VERIFY_PASS,-108,-108,1,E0,8.5057,1,1,0,x/6 = -18,-108,runs_hybrid_v2/20251221_193934/logs/ALG74__ALG__t1.json
ALG75,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-6,-6,1,E0,7.5905,1,0,1,3x - (x - 5) = -7,-6,runs_hybrid_v2/20251221_193934/logs/ALG75__ALG__t1.json
ALG76,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-19,-19,1,E0,8.6440,1,0,1,12x + -6 = -234,-19,runs_hybrid_v2/20251221_193934/logs/ALG76__ALG__t1.json
ALG77,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-11,-11,1,E0,3.4263,1,0,1,12(x + -4) = -180,-11,runs_hybrid_v2/20251221_193934/logs/ALG77__ALG__t1.json
ALG78,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-18,-18,1,E0,9.4031,1,0,1,(x + -15)/11 = -3,-18,runs_hybrid_v2/20251221_193934/logs/ALG78__ALG__t1.json
ALG79,ALG,1,LLM+VERIFY_PASS,-90,-90,1,E0,8.5384,1,1,0,x/9 = -10,-90,runs_hybrid_v2/20251221_193934/logs/ALG79__ALG__t1.json
ALG80,ALG,1,LLM+VERIFY_PASS,10,10,1,E0,6.7619,1,1,0,3x - (x - 5) = 25,10,runs_hybrid_v2/20251221_193934/logs/ALG80__ALG__t1.json
ALG81,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-18,-18,1,E0,8.9387,1,0,1,10x + -19 = -199,-18,runs_hybrid_v2/20251221_193934/logs/ALG81__ALG__t1.json
ALG82,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-9,-9,1,E0,8.4474,1,0,1,5(x + 10) = 5,-9,runs_hybrid_v2/20251221_193934/logs/ALG82__ALG__t1.json
ALG83,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-9,-9,1,E0,9.5705,1,0,1,(x + -13)/11 = -2,-9,runs_hybrid_v2/20251221_193934/logs/ALG83__ALG__t1.json
ALG84,ALG,1,LLM+VERIFY_PASS,132,132,1,E0,7.4675,1,1,0,x/12 = 11,132,runs_hybrid_v2/20251221_193934/logs/ALG84__ALG__t1.json
ALG85,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,19,19,1,E0,6.8935,1,0,1,3x - (x - 5) = 43,19,runs_hybrid_v2/20251221_193934/logs/ALG85__ALG__t1.json
ALG86,ALG,1,LLM+VERIFY_PASS,2,2,1,E0,7.5697,1,1,0,4x + 21 = 29,2,runs_hybrid_v2/20251221_193934/logs/ALG86__ALG__t1.json
ALG87,ALG,1,LLM+VERIFY_PASS,11,11,1,E0,8.0522,1,1,0,4(x + 9) = 80,11,runs_hybrid_v2/20251221_193934/logs/ALG87__ALG__t1.json
ALG88,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-19,-19,1,E0,9.3404,1,0,1,(x + -16)/7 = -5,-19,runs_hybrid_v2/20251221_193934/logs/ALG88__ALG__t1.json
ALG89,ALG,1,LLM+VERIFY_PASS,-126,-126,1,E0,8.5106,1,1,0,x/7 = -18,-126,runs_hybrid_v2/20251221_193934/logs/ALG89__ALG__t1.json
ALG90,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,4,4,1,E0,6.7987,1,0,1,3x - (x - 5) = 13,4,runs_hybrid_v2/20251221_193934/logs/ALG90__ALG__t1.json
ALG91,ALG,1,LLM+VERIFY_PASS,-5,-5,1,E0,9.1720,1,1,0,4x + -25 = -45,-5,runs_hybrid_v2/20251221_193934/logs/ALG91__ALG__t1.json
ALG92,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,17,17,1,E0,7.9669,1,0,1,8(x + 6) = 184,17,runs_hybrid_v2/20251221_193934/logs/ALG92__ALG__t1.json
ALG93,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,4,4,1,E0,9.0047,1,0,1,(x + 8)/12 = 1,4,runs_hybrid_v2/20251221_193934/logs/ALG93__ALG__t1.json
ALG94,ALG,1,LLM+VERIFY_PASS,135,135,1,E0,7.5166,1,1,0,x/9 = 15,135,runs_hybrid_v2/20251221_193934/logs/ALG94__ALG__t1.json
ALG95,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-18,-18,1,E0,7.8386,1,0,1,3x - (x - 5) = -31,-18,runs_hybrid_v2/20251221_193934/logs/ALG95__ALG__t1.json
ALG96,ALG,1,LLM+VERIFY_PASS,18,18,1,E0,2.7882,1,1,0,8x + -2 = 142,18,runs_hybrid_v2/20251221_193934/logs/ALG96__ALG__t1.json
ALG97,ALG,1,LLM+VERIFY_PASS,-4,-4,1,E0,8.9268,1,1,0,8(x + 1) = -24,-4,runs_hybrid_v2/20251221_193934/logs/ALG97__ALG__t1.json
ALG98,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-16,-16,1,E0,9.2926,1,0,1,(x + 4)/6 = -2,-16,runs_hybrid_v2/20251221_193934/logs/ALG98__ALG__t1.json
ALG99,ALG,1,LLM+VERIFY_PASS,0,0,1,E0,6.7752,1,1,0,x/9 = 0,0,runs_hybrid_v2/20251221_193934/logs/ALG99__ALG__t1.json
ALG100,ALG,1,LLM+VERIFY_FAIL_FALLBACK_SYM,-10,-10,1,E0,7.5170,1,0,1,3x - (x - 5) = -15,-10,runs_hybrid_v2/20251221_193934/logs/ALG100__ALG__t1.json
LOG11,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,9.2050,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG11__LOG__t1.json
LOG12,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,9.0808,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG12__LOG__t1.json
LOG13,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,30.1836,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG13__LOG__t1.json
LOG14,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,9.0841,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG14__LOG__t1.json
LOG15,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,9.0129,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG15__LOG__t1.json
LOG16,LOG,1,LLM_LOG_SELFCONSIST,No,No,1,E0,12.3519,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG16__LOG__t1.json
LOG17,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,12.1374,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG17__LOG__t1.json
LOG18,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,8.8218,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG18__LOG__t1.json
LOG19,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,9.0559,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG19__LOG__t1.json
LOG20,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,21.9624,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG20__LOG__t1.json
LOG21,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.7176,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG21__LOG__t1.json
LOG22,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.5018,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG22__LOG__t1.json
LOG23,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,29.2299,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG23__LOG__t1.json
LOG24,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.3989,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG24__LOG__t1.json
LOG25,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.2367,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG25__LOG__t1.json
LOG26,LOG,1,LLM_LOG_SELFCONSIST,No,No,1,E0,12.2791,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG26__LOG__t1.json
LOG27,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,12.3950,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG27__LOG__t1.json
LOG28,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,11.9212,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG28__LOG__t1.json
LOG29,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.3218,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG29__LOG__t1.json
LOG30,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,25.4801,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG30__LOG__t1.json
LOG31,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.2292,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG31__LOG__t1.json
LOG32,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.3882,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG32__LOG__t1.json
LOG33,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,29.1409,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG33__LOG__t1.json
LOG34,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.4078,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG34__LOG__t1.json
LOG35,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.1754,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG35__LOG__t1.json
LOG36,LOG,1,LLM_LOG_SELFCONSIST,No,No,1,E0,12.2458,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG36__LOG__t1.json
LOG37,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,12.2019,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG37__LOG__t1.json
LOG38,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.3197,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG38__LOG__t1.json
LOG39,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.2100,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG39__LOG__t1.json
LOG40,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,25.2617,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG40__LOG__t1.json
LOG41,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.1996,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG41__LOG__t1.json
LOG42,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.3761,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG42__LOG__t1.json
LOG43,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,28.6009,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG43__LOG__t1.json
LOG44,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.4647,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG44__LOG__t1.json
LOG45,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.7967,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG45__LOG__t1.json
LOG46,LOG,1,LLM_LOG_SELFCONSIST,No,No,1,E0,12.2177,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG46__LOG__t1.json
LOG47,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,12.1947,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG47__LOG__t1.json
LOG48,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.0033,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG48__LOG__t1.json
