run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v1_20260221_215611,2026-02-21T21:56:11.641858,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,3.878,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:11.743218,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,0.882,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:11.844498,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,0.833,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:11.846031,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,1.184,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:11.947597,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,1.187,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.049188,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,1.168,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.050302,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.740,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.151530,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.857,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.252840,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.875,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.253897,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.719,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.355087,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.816,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.456272,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.808,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.457962,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.364,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.559705,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.370,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.661478,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.400,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.662538,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.745,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.763774,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.918,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.865139,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.914,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.866342,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.789,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:12.967405,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.703,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.068915,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,1.096,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.070529,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.154,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.171775,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.764,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.273110,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.944,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.274984,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 710 / 142 = 5],5,1,5,1,1.516,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.376087,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.689,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.477658,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.721,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.478907,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.567,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.580232,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.719,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:13.681812,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A5,A5(Primary route for AR),0,Primary route for AR,A5,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.766,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:22.791393,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for d is 6.,6,1,-4,0,9108.385,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:31.881954,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for d is 6.,6,1,-4,0,8989.942,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:41.042278,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for d is 6.,6,1,-4,0,9059.731,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:52.979661,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,c = -5,-5,1,0,0,11936.930,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:56:57.185345,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,c = -5,-5,1,0,0,4105.089,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:01.401104,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,c = -5,-5,1,0,0,4115.215,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:17.583704,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = 8/94 = 4/47,0.0851063829787234,1,2,0,16182.024,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:27.597105,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9912.851,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:37.503353,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9805.624,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:49.787374,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = -6,-6,1,5,0,12283.577,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:54.021974,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = -6,-6,1,5,0,4134.053,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:57:58.262590,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,o = -6,-6,1,5,0,4140.089,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:12.684762,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,t = 42,42,1,54,0,14421.689,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:16.915698,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,t = 42,42,1,54,0,4130.406,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:21.152966,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,t = 42,42,1,54,0,4136.703,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:35.935915,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,b = 5,5,1,3,0,14782.480,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:40.167297,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,b = 5,5,1,3,0,4130.853,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:44.396133,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,b = 5,5,1,3,0,4128.278,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:54.318371,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,m = 5.,5,1,5,1,9921.754,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:58:59.346611,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,m = 5.,5,1,5,1,4927.710,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:59:04.384345,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,m = 5.,5,1,5,1,4937.191,0,15735.00,18342.00,2607.00,65.17,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:59:18.043655,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for z is 2.,2,1,-3,0,13658.518,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:59:27.156287,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for z is 2.,2,1,-3,0,9012.074,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:59:36.235079,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for z is 2.,2,1,-3,0,8978.209,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T21:59:54.480911,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for m is 10.,10,1,0,0,18245.341,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T22:00:03.604464,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for m is 10.,10,1,0,0,9022.984,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T22:00:12.699737,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,The final numeric answer for m is 10.,10,1,0,0,8994.697,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T22:00:21.176012,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,1,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,f = -4,-4,1,-7,0,8475.802,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T22:00:25.427098,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,2,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,f = -4,-4,1,-7,0,4150.516,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
hybrid_v1_20260221_215611,2026-02-21T22:00:29.670806,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v1,3,PT3_phi_chat,P2_numeric_robust,A1,A1(Primary route for ALG),0,Primary route for ALG,A1,f = -4,-4,1,-7,0,4143.158,0,15735.00,18342.00,2607.00,65.17,E3,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v1.0
