run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v2_20260221_235921,2026-02-21T23:59:21.504791,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,1.688,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.605604,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,0.516,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.706366,AR_000001,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 4 - (5 - (3 + 2)) = 4],4,1,4,1,0.456,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.707047,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,0.470,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.807858,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,0.590,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.908741,AR_000002,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -2 + -1 + (10 + -7 - -4) = 4],4,1,4,1,0.587,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:21.909328,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.378,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.010033,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.455,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.111405,AR_000003,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -7.5 - -2320.5 = 2313],2313,1,2313,1,0.994,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.112619,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.768,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.213940,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.869,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.315361,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.924,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.317204,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.438,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.419089,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.375,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.521417,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.775,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.522844,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.963,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.624053,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.715,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.725337,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.867,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.726371,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.700,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.827688,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.936,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.929098,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.936,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:22.930412,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.907,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.031866,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.038,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.133429,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.087,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.135510,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 710 / 142 = 5],5,1,5,1,1.718,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.236659,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.711,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.337941,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.794,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.339021,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.672,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.440170,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.712,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.541534,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.881,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.726636,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d → -4]",-4,1,-4,1,184.701,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.838717,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d → -4]",-4,1,-4,1,11.726,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.950442,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d → -4]",-4,1,-4,1,11.381,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:23.991049,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c → 0]",0,1,0,1,40.330,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:24.103605,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c → 0]",0,1,0,1,12.203,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:24.215211,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c → 0]",0,1,0,1,11.256,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:24.238345,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,[A4: ['0 = -37*o + 41*o - 8'] solve o → 2],2,1,2,1,22.862,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-21T23:59:24.345584,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,[A4: ['0 = -37*o + 41*o - 8'] solve o → 2],2,1,2,1,6.900,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
