run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v2_20260221_235921,2026-02-22T00:06:30.750978,WP_000006,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),1,Primary route for WP,llm,extended,0,0,The total cost for the picture frames is 44 * $20 = $880.,880,1,1198,0,23774.905,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:06:54.689642,WP_000006,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),1,Primary route for WP,llm,extended,0,0,The total cost for the picture frames is 44 * $20 = $880.,880,1,1198,0,23837.729,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:07:28.828730,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),1,Primary route for WP,llm,extended,0,0,"Jack had $100. Sophia gave him 1/5 of her $100, which is $100 * 1/5 = $20.",20,1,120,0,34138.280,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:08:03.063037,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),1,Primary route for WP,llm,extended,0,0,"Jack had $100. Sophia gave him 1/5 of her $100, which is $100 * 1/5 = $20.",20,1,120,0,34133.373,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:08:37.310731,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),1,Primary route for WP,llm,extended,0,0,"Jack had $100. Sophia gave him 1/5 of her $100, which is $100 * 1/5 = $20.",20,1,120,0,34146.742,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:09:11.753373,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,"Grandma spends 40 minutes walking on the beach, which",,0,50,0,34441.717,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:09:46.285737,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,"Grandma spends 40 minutes walking on the beach, which",,0,50,0,34431.406,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:10:20.870721,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,"Grandma spends 40 minutes walking on the beach, which",,0,50,0,34484.016,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:10:43.888161,WP_000009,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,Let's denote the number of tennis balls retrieved in the second set,,0,10,0,23016.710,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:06.990023,WP_000009,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,Let's denote the number of tennis balls retrieved in the second set,,0,10,0,23000.814,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:30.008361,WP_000009,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP) → A2(Fallback from A1 due to parse_failure),2,Primary route for WP,llm,extended,0,0,Let's denote the number of tennis balls retrieved in the second set,,0,10,0,22917.487,0,306.00,1543.00,1237.00,30.93,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:36.686632,WP_000010,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP),0,Primary route for WP,llm,short,0,0,The trip took 7 hours.,7,1,6,0,6677.601,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:43.402648,WP_000010,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP),0,Primary route for WP,llm,short,0,0,The trip took 7 hours.,7,1,6,0,6615.408,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:50.105163,WP_000010,gsm8k,WP,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for WP),0,Primary route for WP,llm,short,0,0,The trip took 7 hours.,7,1,6,0,6601.924,0,306.00,1543.00,1237.00,30.93,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:52.670193,LOG_000001,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2564.153,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:55.238078,LOG_000001,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2467.330,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:11:57.893981,LOG_000001,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2555.359,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:00.393646,LOG_000002,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2499.175,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:03.036655,LOG_000002,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2542.454,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:05.603571,LOG_000002,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2466.358,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:08.149005,LOG_000003,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2544.798,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:10.696717,LOG_000003,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2447.165,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:13.328026,LOG_000003,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2530.743,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:15.812625,LOG_000004,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2484.107,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:18.437869,LOG_000004,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2524.667,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:21.002650,LOG_000004,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2464.206,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:23.558905,LOG_000005,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2555.614,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:26.114203,LOG_000005,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2454.365,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:28.686689,LOG_000005,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2469.139,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:31.192231,LOG_000006,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2504.980,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:33.774879,LOG_000006,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2482.056,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:36.385501,LOG_000006,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,Yes,1,2510.015,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:38.926984,LOG_000007,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2540.990,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:41.560836,LOG_000007,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2533.299,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:44.149887,LOG_000007,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2488.497,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:46.702788,LOG_000008,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,No,0,2552.420,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:49.273195,LOG_000008,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,No,0,2469.850,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:51.896362,LOG_000008,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,Yes.,Yes,1,No,0,2522.577,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:54.412939,LOG_000009,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2516.073,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:57.037185,LOG_000009,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2523.693,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:12:59.625537,LOG_000009,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,Yes,0,2487.711,0,306.00,1543.00,1237.00,30.93,E2,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:13:02.176607,LOG_000010,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,1,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2550.437,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:13:04.733328,LOG_000010,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,2,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2456.114,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
hybrid_v2_20260221_235921,2026-02-22T00:13:07.356183,LOG_000010,ruletaker,LOG,industry_tier1_40_v2,hybrid_v2,3,PT3_phi_chat,P3_numeric_context,llm,A1(Primary route for LOG),0,Primary route for LOG,llm,short,0,0,No.,No,1,No,1,2522.300,0,306.00,1543.00,1237.00,30.93,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v2.0
